Avg. Area Income,Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Area Population,Price,Address,
75245.46544,8.16,14,12,37410.66993,156288,"879 Martha Route Suite 031
New Nichole, VI 60708",
76076.1063,5.77,4,18,45327.57551,156785,"834 Steele Burg Suite 125
East Sabrinaville, NV 25779",
81464.86494,5.56,16,16,45712.25194,159333,"828 George Brook Suite 065
West Andrewbury, NV 97651-6778",
57094.78149,6.89,18,20,30878.99927,107940,"6837 Kristen Freeway Apt. 429
Benjaminton, FL 22486-2883",
74692.89514,7.62,4,7,58221.97699,200191,"PSC 0536, Box 5489
APO AP 04263",
75916.304,5.46,9,5,52072.35676,168656,"7315 Hill Circles
Johnport, AR 41258",
47129.09815,6.02,17,5,34721.16281,779962,"877 Turner Roads Apt. 106
Snyderborough, FM 50487-7898",
62317.08735,4.33,8,1,36075.80579,685355,"051 Stevens Isle Apt. 792
South Cliffordhaven, MA 47702-9976",
57576.05395,4.24,15,5,28653.59471,634218,"3212 Suzanne Lodge
Rowefurt, MO 87744",
77481.70835,5.68,14,9,30735.59554,115368,"USNV Morgan
FPO AA 58054-9530",
75408.35862,5.03,4,10,33003.25985,123522,"828 Jennifer Highway
West Laurashire, CT 94685-4621",
73739.84754,4.68,20,13,38988.12797,142312,"66116 Raymond Burgs Apt. 753
West Deannafort, NE 18036",
69327.70246,7.53,12,13,31948.93659,155018,"9443 Castro Club
Jamesside, MO 54659",
96550.99888,8.2,14,2,25707.07658,174071,"52019 Michael Hills
East Christopher, IL 87022-6455",
84487.8323,5.83,4,7,41764.6632,168596,"224 Harper Prairie Suite 601
Port Heathermouth, MA 82940-1454",
53338.98917,4.48,5,20,45234.81835,858088,"Unit 3637 Box 1537
DPO AA 43891",
78747.69557,6.48,13,11,48614.33245,178537,"9451 Jason Turnpike
Mooreside, TN 93663-1423",
73477.97642,4.7,17,20,46610.61533,111378,"1618 Juarez Viaduct
West Leslie, PW 39024",
81159.794,4.6,3,9,40861.61542,118288,"453 Lisa Centers
Port Paulatown, GA 65380",
73294.46147,5.7,17,19,32253.01802,115112,"1070 Jessica Club
South Seanchester, WI 22591-8781",
60946.59112,7.21,15,16,39660.6713,142007,"955 John Ports Apt. 220
South Gloriaborough, KY 52238",
53793.17648,6.46,1,9,43458.00177,104728,"5471 Howell Lake
Sydneyfort, FL 17627",
65480.3066,5.58,5,19,35056.75102,860804,"226 Russell Fields
Port Michael, NH 28918",
66987.51037,7.87,15,18,26672.07778,131463,"8107 Figueroa Bypass Suite 282
East Ryanport, NJ 34420-4995",
66626.53964,4.62,14,16,20257.79036,518831,"884 Hannah Glens Apt. 725
North Jessica, UT 75441-9830",
63445.86436,6.94,9,15,46462.31348,151088,"7188 Amy Hill Suite 618
New Paulafort, MT 74422-1891",
50935.95923,6.6,13,12,44128.20096,988123,"256 Christina Lock Suite 671
Mcclurestad, LA 85909-5086",
74085.9208,6.26,2,7,49674.4334,149090,"0942 John Branch Apt. 513
East Melissa, NM 84331",
64410.67999,6.66,2,14,47477.00521,130634,"3608 Andrew Haven
Pittsburgh, WV 26247-1849",
66710.0243,7.41,9,9,34238.4927,162849,"554 Victoria Estate
Port James, GU 86975",
43940.87136,7.24,4,13,23999.07857,547918,"92416 Christina Mountain
West Nathan, MP 76491",
69313.96972,4.64,10,7,30418.68189,946821,"1780 Castaneda Run
New Jessica, UT 14933",
66398.4036,5.46,18,5,25841.52941,107436,"699 Isabella Locks Apt. 530
Courtneymouth, PR 54161-1522",
67136.0755,6.21,2,14,31846.25336,146875,"USNV Stewart
FPO AE 91835",
66547.01645,5.84,4,7,27850.8229,109487,"2288 Gary Square Apt. 812
West Jose, PR 78536-1815",
72472.36674,5.8,19,19,19745.49279,754960,"585 Evans Club Suite 527
Marymouth, WV 99705-0100",
82958.01974,5.22,20,2,43015.09274,157876,"80675 Robinson Rue Suite 188
North Sarah, MD 93552-1845",
88968.52173,4.9,17,1,34751.73695,143300,"186 Perez Drives Suite 629
East Nicholas, DC 61121",
83417.24412,6.65,4,4,34922.25372,179401,"35124 Parks Bypass Apt. 852
South Patrickfort, ND 92225",
68613.00933,6.97,12,19,31936.44235,137302,"692 George View Apt. 196
North Brandon, FL 74042",
68527.3355,4.21,1,6,38852.68046,961311,"34955 Swanson Route Suite 067
Mendozaborough, SC 16871-5428",
78818.71485,6.34,3,18,20631.29781,139846,"945 Ryan Cove
Elizabethshire, NY 20072-3824",
76948.4508,6.44,8,12,33189.80031,167617,"486 Bishop Skyway Suite 873
East Taylor, KY 46563-0915",
56315.35158,5.06,20,5,40985.4772,899466,"93755 Joyce Rapid
Justinland, NM 23050-5971",
84898.79649,6.85,4,15,46066.86885,165869,"94925 Fuller Forge
Port Willieville, NM 88528-0825",
54094.85194,5.97,2,13,29371.03371,785460,"44844 David Flats
Lake Jasonchester, FM 20603",
68661.24746,5,9,2,25431.39781,895441,"16378 Kelly Spurs
Robertborough, SC 25199-2273",
87062.45741,6.69,14,15,15007.77286,144267,"5347 Joseph Roads Apt. 119
North Jennifer, SC 42579",
82093.55911,4.98,8,18,30644.23589,132402,"01582 Lowe Highway
Paulbury, NE 01852",
58521.89628,4.75,16,6,44423.49869,671671,"728 Mercedes Camp Suite 713
East Carrie, NJ 36363",
71117.40595,4.7,15,3,43998.06351,106595,"6268 Thompson Grove Apt. 261
Lake Matthewtown, GU 66859-8242",
76888.25246,4.83,20,12,40974.15205,112480,"827 Shepherd Estate
Fredshire, AZ 59141",
64608.22231,4.05,11,19,36947.25904,697840,"USNS Taylor
FPO AE 70099-7063",
60555.03963,7.32,20,9,46257.12379,164656,"5910 Andrew Harbor Apt. 193
Jasonville, WI 07524",
80980.26057,5.42,19,19,37340.98294,141664,"581 Daniel Lake Apt. 819
Lawrencemouth, MN 06734-2931",
69945.4618,5.52,8,16,25022.09883,107289,"107 Ann Stravenue Apt. 768
Moodyview, RI 00251",
56956.34414,6.48,9,3,57931.67323,121732,"224 Burgess Bypass
Jennifertown, GA 02938-0819",
59580.33162,5.4,19,19,38525.2392,109617,"76615 Gordon Views Suite 109
Manuelstad, AR 99150-1540",
75398.0768,5.95,11,1,42304.31774,121630,"57361 Johnson Streets Suite 293
New Michael, MI 08161",
79055.6522,6.94,11,13,41724.90928,162103,"417 Douglas Ferry Apt. 586
South Marystad, OR 80679-9099",
68113.31124,6.3,18,15,44316.38482,144580,"928 Sullivan Square Apt. 560
North Johnfort, MH 95833-5838",
90201.40464,5.53,18,1,35220.86194,141795,"83414 Richard Port
East Scott, SD 63708-7964",
44206.21021,6.35,9,2,23033.54833,677277,"9465 Foster Gateway
Michelleshire, MT 15074",
82748.75136,5.55,12,9,20152.16961,141081,"021 Eric Meadow
Griffinstad, OH 04640",
78933.49592,6.84,19,9,28675.19043,152037,"36407 Chad Ways
Lake Robertfurt, PA 47380",
55833.70199,7.34,10,5,37838.86633,108671,"2672 Kimberly Locks
West Jonathanborough, KY 65323",
73853.70376,6.18,18,16,34823.60503,164721,"Unit 9778 Box 2114
DPO AP 59374",
76956.49145,7.2,6,10,23867.32598,120362,"3949 Montgomery Corners
Port Keithview, AZ 44125-3023",
72682.75796,6.54,5,1,45348.55875,171574,"6623 Allen Harbor
Millerfurt, NJ 94544",
64188.5254,7.24,20,16,34211.29696,126771,"569 Bush Mission
West Jamie, NJ 58614-3289",
83656.48931,7.55,9,17,42841.74162,156456,"406 Kathleen Brooks
Rowlandburgh, MT 03570-7987",
53793.28059,4.56,13,4,37683.74582,628870,"029 Michael Fort
Jonathanshire, RI 04183",
89910.75164,6.22,13,4,37517.88304,153415,"463 Kenneth Road Suite 441
Colonburgh, ID 94168-1507",
64105.60601,6.09,14,6,42938.16233,104189,"197 Joseph View
West Hannahborough, CA 05137-9129",
60075.89061,5.28,8,5,30394.88704,950121,"30950 Mary Plaza
Lake Haley, MP 55938",
72331.67854,6.73,10,3,34718.07293,137727,"383 Jeremy Unions
West Kimberlyfurt, SD 60376-7253",
42969.65939,6.29,18,19,29594.08986,777733,"052 Andrews Square
Port Thomas, ME 50816",
48418.25234,5.85,20,6,41513.39942,702321,"47482 Sanchez Springs
Timothyside, MD 95946",
57880.64441,5.79,17,18,20255.9803,846052,"41142 Haley Square
East William, OR 75068-7718",
74992.15533,7.03,17,2,30885.20321,139087,"09475 Jeremy Mill
Danielstad, PR 71957-9999",
54203.30082,7.29,14,16,60388.34425,139490,"12804 Hood Extension Apt. 337
Dianaton, TX 94633",
70632.60722,7.29,18,9,45919.26116,177985,"903 Laura Villages
Foxview, NC 26744",
86051.0873,6.04,19,1,49475.67121,175486,"78608 Brown Tunnel
Kimberlyville, NH 77937",
72630.0094,5.73,3,7,45888.87423,116039,"5310 Spencer Camp Apt. 208
Lake Jameschester, ND 76287-2286",
61821.94044,5.73,14,2,19123.41954,808373,"5464 Freeman Spur
Anthonyfort, DC 44043",
70754.59688,6.48,16,15,25442.39728,127717,"382 Russell Mountain Suite 211
Hillfurt, AL 66686",
62840.19047,6.38,8,10,35658.69268,102612,"94986 Johnson Points Suite 190
South Patricia, MT 12752-2964",
54259.47605,6.06,1,19,26482.16068,469016,"512 Becker Turnpike
Brendatown, AL 59581-3756",
56060.90043,6.15,5,12,42461.31544,962551,"80173 Garrett Locks Apt. 259
Cookborough, VI 63291-1546",
86401.89381,5.74,4,16,38799.43232,138574,"194 Peterson Lake Apt. 475
Perrybury, LA 53216",
73466.77183,6.34,19,2,43108.01999,160539,"31689 Santos Roads Apt. 428
Douglasside, OH 62197",
70817.39831,5.64,20,13,33597.49765,119625,"37873 Moore Spurs
Toddview, CA 62858-9908",
79661.16409,6.73,2,18,44099.74898,187979,"38432 Heather Junction Apt. 886
Kathrynmouth, LA 60148",
61506.59477,6.41,5,7,53962.05633,127175,"87448 Torres Junction
North Ashley, CA 15493",
78114.42133,7.57,10,12,41831.04112,187674,"3113 Jamie Junction
Reneeland, NY 55913-3102",
73779.09308,4.84,7,3,40935.06246,110958,"60362 Anthony Causeway
Rivasshire, OH 94931",
78705.90987,5.19,4,4,40204.52046,156027,"763 Lisa Turnpike
Josephstad, NE 53897-6198",
83145.08571,7.19,17,12,7360.295191,157281,"605 Chen Prairie Apt. 587
West Crystalfort, AK 97369",
63232.94007,7.35,10,6,33637.95541,146522,"273 Allen Drive
Dominguezfurt, NM 31814-9062",
71560.01989,5.68,2,12,40311.27626,104967,"6633 Keller Key Suite 289
North Joel, AR 93748-4260",
79310.36198,4.24,4,16,43982.18896,123115,"561 Shah Turnpike Suite 530
Stephaniemouth, GU 57099",
56290.32129,5.76,17,19,27648.72339,854812,"04063 Ethan Via
West Brentchester, DE 77482",
74526.49852,5.67,3,17,32518.48449,125049,"42650 Keith Groves
Chadborough, ID 03114-2105",
61467.74963,5.27,19,5,38816.13582,962183,"236 Mary Falls
Lake Matthewstad, ND 42337",
73658.11674,6.09,6,5,57646.3915,186467,"8152 Medina Row
East Jennifer, FL 96460-5470",
56743.57798,5.25,16,9,23889.15663,577104,"3295 Floyd Forks Apt. 320
Jonesburgh, PW 27120",
63582.97606,4.79,9,7,52070.89638,101618,"3349 Page Run Suite 343
Morrisonfort, MT 31491-9348",
78358.94845,5.25,16,13,40591.32522,149296,"74861 Linda Turnpike Apt. 233
New Heidifort, SD 15736",
82743.50931,6.51,4,18,41859.0724,181126,"483 Ashley Heights
Lake Andrewshire, CT 40554",
61877.54906,5.54,3,1,28604.94368,108374,"03529 Hull Mountains
Lake Zacharyshire, WY 94496",
59963.91404,7.36,18,6,39170.30806,129297,"805 Peterson Park Suite 258
Jacquelineton, WA 25721-4822",
58099.53712,6.75,17,12,27063.08781,115551,"42598 Julian Flats Apt. 437
Moorechester, MS 29172-1140",
75054.75347,6.28,9,17,37179.35057,129406,"Unit 5748 Box 5144
DPO AA 30892",
79163.77862,4.11,7,3,31514.44338,115914,"0510 Porter Prairie
Lopezside, VA 87777",
69442.44539,5.96,17,18,56984.14525,146956,"147 Diana Fields Suite 813
North Pamelaberg, IL 41147-5501",
76181.20752,5.47,2,8,22850.03376,988746,"75805 Cowan Street
Leslieberg, UT 06596-4358",
56799.07406,4.86,13,12,52875.06496,774491,"657 Eric Stravenue Apt. 158
Daniellebury, PA 76199",
52511.65435,4.57,9,19,24612.98724,325195,"3105 Alisha Throughway
South Jennifershire, LA 70743-0264",
86362.7834,5.8,4,11,34050.12992,147759,"8827 Catherine Stream Suite 604
Danielmouth, WI 91505",
74230.51796,6.47,10,10,19108.53486,148380,"600 Long Ports
New Catherine, NJ 08205-8947",
80793.42091,4.36,7,15,25377.56176,867444,"0211 Wright Heights Apt. 524
Colemantown, FM 10131-4256",
72618.53846,5.16,2,19,37345.91172,142085,"144 Zachary Bridge
Port Marcport, PW 22795",
48662.29928,6.31,15,18,29002.0961,680982,"645 Judy Underpass Suite 149
Port Allisonshire, NY 29293-1155",
71277.26843,5.41,16,11,36325.78762,996996,"Unit 4177 Box 3656
DPO AP 14075",
80285.68125,5.74,17,7,48633.82943,143902,"USNS Cardenas
FPO AP 62750-6768",
62681.79809,7.34,8,7,17454.45522,796910,"024 Singleton Forest Apt. 772
North Brandystad, LA 27639-7085",
65673.75136,5.68,3,8,32367.44638,116615,"020 Lisa Orchard
North Nathanielberg, CA 52423",
64426.86589,5.5,15,16,18214.31405,105554,"Unit 4466 Box 0788
DPO AP 45943",
83801.82006,4.88,20,19,33184.55158,164205,"2466 Mary Shoal Suite 833
Markfort, VI 51721",
87638.11565,6.34,12,20,34109.24426,173423,"683 Anderson Ville Apt. 700
South Anthonychester, MP 06243-7109",
69179.70041,5.42,9,7,36323.69445,119351,"47625 Rogers Extension
Port Lori, KY 17029",
77540.89419,3,14,9,21671.51414,555755,"4243 King Mission
West Brittanyberg, AR 95531-5761",
67612.49203,5.35,8,2,40272.36565,124463,"08651 Ryan Corner Apt. 064
Christinemouth, WV 60090-0736",
73180.67337,6.24,20,14,43144.71493,176803,"046 Amy Port
Richardstad, KY 97701-1075",
75786.34924,5.17,14,3,36352.35133,104745,"610 Shaffer Forge
Davidfort, DC 99315",
68294.30753,5.7,7,3,21770.67356,103833,"06121 Fry Parkways
Benjaminberg, WA 46574-5753",
57684.52669,6.4,4,19,31033.02311,895600,"222 Roberts Motorway Apt. 389
Port Douglasville, MA 82521",
71701.8418,5.89,12,11,27610.38763,135201,"4240 Mary Island
East Stephanieshire, KS 49465",
68259.16034,7.14,17,7,17861.31731,112804,"106 Danny Expressway Apt. 292
Pamelahaven, WA 77184",
70972.24051,4.75,7,7,45696.87473,126857,"897 Jackson Hills
Lake Jeremy, WY 98979",
71307.90299,5.33,8,11,27619.16309,106151,"14469 Thomas Garden
Rileyton, VA 94449-1369",
87626.94348,6.58,13,6,36654.46346,172473,"204 Wells Shoal Apt. 266
Port Patrick, MT 54828-4218",
66651.6003,8.04,14,1,46165.70063,166097,"554 Shane Street
Nicholasmouth, MN 99068",
68600.0416,7.89,19,13,39091.21823,179762,"641 Carl Harbors
Combsshire, HI 97635-3715",
67846.04866,5.37,7,2,27442.09616,879511,"070 Sanchez Knoll Suite 569
Saraville, MP 39758",
63345.18738,7.56,5,18,41461.94693,156515,"9816 Patrick Loaf Suite 240
Powellport, DE 53169-9848",
66262.19253,6.29,15,6,45055.2401,119912,"372 Stephanie Port Apt. 695
Johnsonland, WY 50037",
73659.10345,4.66,15,6,39575.38909,651787,"0409 David Trail Suite 072
South Daleton, DE 07146-8575",
60904.45073,4.03,14,17,33078.14996,586381,"9538 Brown Shores Suite 555
Leeview, PW 44296",
63543.58805,6.4,17,12,44541.64605,115174,"4004 Susan Trail Suite 396
Georgeville, HI 96392-1963",
67582.84414,5.63,18,14,41529.6954,127905,"62419 Justin Squares
South Olivia, WY 14271",
54841.76459,5.25,5,12,31196.47801,585531,"09292 Christina Station
Eddieville, CO 87564",
69657.36279,6.35,1,13,29973.09356,884227,"44132 Brittany Forks Suite 881
Davisview, IA 04334-2466",
66369.75098,4.26,16,18,18683.53506,796666,"9057 Davis Crest
Bradhaven, MD 58632",
68785.85474,6.15,5,1,40634.94902,162484,"323 Alexandria Crescent
Lake Brittanyside, ND 52937-5753",
61306.11813,8.47,3,7,37252.72,155999,"Unit 4748 Box 5648
DPO AE 48373-6897",
54850.74177,4.61,6,9,38390.67149,615506,"027 Laura Lakes
Ronaldmouth, VT 77732",
71795.85833,5.6,6,20,49773.19509,153349,"PSC 6407, Box 2302
APO AE 38092-8628",
69676.59651,5.47,17,15,31727.36438,123994,"01220 Bright Glens
Hullchester, IA 10006-1954",
55815.56872,7.15,17,19,42961.7642,130846,"734 Lindsey Mountains Apt. 814
Jamesmouth, NV 59284",
71332.55303,6.26,10,7,49628.41471,143081,"21383 Maurice Cove Suite 556
North Timothy, NJ 34831",
61951.17044,6.06,14,19,31521.27571,943404,"471 Robert Path Apt. 386
South Sherrymouth, OR 35057-8177",
57855.69136,5.18,16,3,40581.75932,938420,"29482 Livingston Haven
West Vincentton, NV 95170",
66706.07453,5.71,9,6,38981.04403,120639,"1836 Robert Greens Suite 745
Lake Patrickton, ID 77882",
54890.1033,5.28,12,3,32642.03744,481391,"32580 Frank Mountain Apt. 664
Jacksonview, HI 21027",
61666.49943,6.08,13,3,24865.98505,114464,"PSC 2318, Box 9657
APO AP 52492",
75435.42425,5.58,16,19,22637.48514,102863,"59369 Costa Lake
Jessicahaven, NC 29366-7992",
61682.99948,5.97,12,8,29674.03236,856931,"PSC 6540, Box 3546
APO AP 12105-8095",
68211.28951,7.93,4,5,40808.98878,174256,"USCGC Le
FPO AE 81056",
75282.44801,7.14,6,4,28385.50253,161711,"1879 Hudson Causeway Apt. 611
New Lisa, NV 26238-9184",
67143.75045,5.79,18,15,32715.66074,136402,"2958 Melissa Walks Apt. 547
Greenemouth, AS 15519",
68974.10287,7.82,14,11,31832.99262,170252,"470 Lewis Row
New Daniel, FL 33180-5951",
69845.23819,5.59,1,10,37014.02104,137510,"8465 Spencer Glens Suite 995
West Kathyland, AZ 24574",
74475.54481,6.19,15,2,21149.00725,117477,"58124 Meyer Islands
Kimberlystad, GU 85766",
70219.69037,5.7,12,3,28553.81548,112677,"57732 Gross Stravenue Suite 034
Kendraberg, GU 50980-7330",
64455.7791,6.15,17,9,29066.21781,109572,"Unit 3025 Box 1270
DPO AP 46231-3142",
42940.13894,4.23,4,18,45709.11709,680418,"2989 Ronald Haven Suite 350
Andersonport, MA 12950-2330",
66490.83327,6.53,11,17,33650.09384,150679,"443 Miller Road
Courtneyside, IL 83769",
64261.82856,5.69,2,19,41190.54637,118593,"304 John Passage Suite 487
Port Johnport, AL 35566-3080",
85207.42505,7.03,11,12,40946.07085,202412,"0562 Sullivan Isle
East Edwardside, IA 49505",
76268.09274,6.37,20,3,25978.89523,156284,"80188 Nelson Islands
Port Nathanberg, CA 12739",
69918.44186,6.93,6,7,54346.75234,185106,"83782 Estes Fords Suite 995
Morrisonview, GA 93273",
51144.8509,4.19,11,4,18277.60136,287307,"USCGC Phillips
FPO AA 52720",
72583.25334,6.52,7,18,21768.32105,968280,"03475 Hunter Viaduct Apt. 948
South Franklin, SC 33361",
58182.06087,6.05,12,1,17668.95198,880084,"Unit 7909 Box 7133
DPO AE 91428-7915",
85952.49316,7.2,16,5,24222.47091,168536,"USNV Sexton
FPO AP 65688",
79801.75734,6.31,13,8,33579.9133,116954,"098 Julie Cliff Suite 274
Fergusonfurt, DC 47107",
67922.60483,7.3,20,20,35447.92121,161381,"34598 Hannah Viaduct
East David, AK 29066",
46062.75427,7.84,3,4,28288.33249,675919,"76080 Howard Streets Suite 648
East Markstad, DE 32467",
83658.66099,6.15,8,7,42647.86966,168864,"92099 Johnson Forest
West Mark, KS 50530-9221",
58299.82603,5.03,10,13,31675.26753,868435,"5061 Jennifer Ridge Apt. 415
Jamesfurt, TN 75685-1957",
62342.84718,6.5,7,5,38010.37274,823941,"75010 Aimee Summit Suite 517
West Angelchester, OK 46301",
44328.2563,5.64,13,10,20820.24137,601007,"4237 Cassandra Parkways
West Rachaelfurt, FM 97165",
73470.93316,5.72,8,11,32855.5057,114490,"1691 Long Village
Christophermouth, CA 03713-2387",
64438.10915,6.08,19,15,40538.96124,106982,"532 Beltran Plaza
Fergusonland, GU 75166-1939",
54516.63198,7.12,20,18,51298.9504,944491,"763 Jason Causeway
Lake Michaelhaven, AL 02261-6936",
74182.50577,5.43,4,1,14659.99426,790721,"8863 Hernandez Park
Yeseniamouth, IA 07741-8905",
43800.29197,7.36,10,1,34184.96587,809486,"59488 Brandon Plaza
Danielmouth, DC 61389",
50703.15292,6.09,15,9,26324.20787,743393,"Unit 8400 Box 2364
DPO AE 91759",
81721.60582,4.39,4,6,40454.81895,113029,"USNV Lee
FPO AE 92072",
74455.44203,6.71,13,7,62449.97385,186705,"3237 Lynch Dale
Abigailfort, UT 27715-1805",
61634.0358,5.74,8,5,46857.47027,104354,"PSC 7344, Box 4810
APO AA 07023-3790",
47634.19218,4,4,6,51505.71168,646198,"9320 Chen Dale Suite 981
North Sherry, VA 48163",
81093.2315,6.6,15,12,38473.12773,165640,"9979 Timothy Vista Apt. 367
Mejiafort, AZ 10594",
50571.40647,6.92,2,11,40913.30483,121456,"7663 Adam Fords Apt. 028
Pattersonburgh, WA 69032",
69799.54988,3.63,14,8,17217.21682,578396,"961 Veronica Port
Powellland, WA 03414-4649",
80955.09234,6.72,18,2,29431.80687,134465,"85538 Cortez Pass
West Bradley, TN 13716",
99317.82315,5.49,18,4,50350.35229,221972,"87549 Garcia Path
Solomonside, ID 72003",
53510.24435,6.03,10,2,22977.91539,565680,"22289 Wright Park
Hollyborough, LA 55590-2912",
77755.5397,5.71,7,14,22239.28398,109192,"5555 Eric Mountains Suite 230
Port Cindy, SD 44847-6360",
67726.19292,5.84,16,2,37158.73837,122970,"680 Kelly Curve
North Donald, MN 03006-8747",
46135.24786,5.65,18,12,39232.22491,615144,"680 Susan Lodge Suite 323
West Brenda, WI 78280-2065",
77089.65366,6.12,8,3,46740.88672,146923,"4383 Melanie Parkway
Lake Michaelside, MA 32559-8622",
88850.47602,4.78,17,16,26565.33433,120521,"2431 Edwards Glen Apt. 132
West Angela, MH 65621-6915",
61828.03256,7.12,12,15,43068.22881,137743,"03619 Martin Groves Apt. 807
South Jennifershire, CT 58484",
70553.46367,5.57,14,19,43538.29597,103738,"Unit 9291 Box 1431
DPO AP 47652-4784",
65220.10452,6.86,13,19,22585.2362,107385,"089 Smith Gateway Suite 155
East Christinastad, OH 35012-9032",
77932.5664,5.94,10,4,29085.13579,144808,"26633 Anne Flat
Michelleville, OK 45070",
54341.1538,3.75,12,8,30542.21225,437436,"4012 Johnson Crescent
Butlermouth, PR 75377-2568",
70850.39992,7.3,9,7,33845.64695,952912,"04524 Ramirez Manors
East Kevin, RI 54143-4969",
68482.91036,4.94,4,9,37366.8598,112399,"3569 Smith Bridge Apt. 321
East Jasonmouth, NY 92817",
67006.3622,5.7,17,20,34653.7981,144089,"815 Mark Rapids Apt. 633
Aguirrefurt, AZ 73000",
81941.22296,5.88,10,19,41766.85756,164820,"34363 Isaac Route Apt. 747
Lake Peggy, AZ 19681-3336",
71717.86935,7.1,7,7,27524.95593,139099,"364 Richard Shoals Suite 169
Lake Sandra, MP 05157",
80168.91115,6.15,1,14,24833.29858,140643,"1782 Tran Course Suite 370
Joeville, KY 71700",
73047.32581,6.45,17,11,47053.45906,170388,"774 Jonathan Centers Apt. 640
Mcdonaldshire, AZ 01673-7829",
76186.84722,7.41,3,4,30829.90595,155345,"41917 Madden Shores Apt. 497
West Davidton, OR 09611",
50764.67343,6.29,8,17,33577.08481,872595,"908 Scott Mews
Derekfurt, VI 69962",
72551.36976,5.04,16,6,39740.06394,103032,"9212 Stanley Cliff Suite 527
South Lawrence, NH 11298",
59981.13398,6.23,4,6,49620.38257,119411,"29485 Caroline Forks
New Kimberly, LA 46834",
74521.14052,3.96,8,19,26251.87217,978103,"118 Meghan Ville Suite 409
East Jacquelineberg, KY 25202",
77853.31613,4.15,20,2,38031.07264,122418,"370 Marco Square
Port Riley, TX 23116-0116",
71684.09549,5.22,12,14,24555.33668,106287,"62237 Ellis Field Suite 398
Port Anthonyport, OH 98437-6522",
76223.56126,6.37,3,8,30165.33745,102394,"8456 Rodgers Burg Apt. 215
South Michelle, NM 01475",
51654.2801,5.32,15,7,28197.61822,834599,"809 Lee Square
Andersonview, MT 28768",
60717.39827,4.4,6,19,42891.59894,596350,"647 Parks Summit
Charlesfort, CT 20661",
69413.6134,3.11,6,18,43722.51676,578142,"254 Mills Meadows
Loganberg, NH 56350",
78529.52768,7.06,20,13,23897.11627,157808,"2631 Ellis Walk
Samanthatown, VT 51809-6834",
71350.77628,5.8,3,6,29207.16029,128509,"1980 Kimberly Highway Apt. 890
Kimberlyburgh, VA 66286",
70250.56875,6.4,4,15,35271.36464,152026,"801 Sarah Common
Lake Kevin, OK 31127-1573",
54725.20287,5.57,15,17,26993.35724,722115,"36307 Rice Port
Port Ethanshire, OR 78905",
68508.32406,6.53,11,12,25290.40994,108510,"08796 Johnson Crest
New Ninaberg, MT 66467-2645",
66789.16181,5.39,2,5,35735.32371,103703,"8912 Erin Fort Suite 615
South Joseph, PA 68267-2295",
62087.47464,6.18,4,19,43013.79648,131620,"82610 Harper Oval
Johnsonburgh, CT 33262",
77345.47238,5.4,6,9,26706.91103,113706,"583 Carolyn Stravenue Apt. 669
Rhodesstad, MT 65818",
52018.16462,5.31,3,20,60742.63487,124868,"PSC 7402, Box 8240
APO AP 60226-2255",
87916.90962,7.73,5,17,32697.87881,193960,"364 Sheppard Shores Suite 749
Brandonton, TX 33640",
44710.18346,5.4,8,12,56584.4138,104880,"Unit 8726 Box 6269
DPO AE 85868-3124",
44048.45669,6.87,13,18,40942.59401,102827,"5412 Dean Lodge Suite 621
New Lori, CA 70385",
64201.50317,5.17,20,8,23252.16459,642646,"1203 Clay Summit
East Johnmouth, NY 39418-6610",
80778.5735,7.57,8,14,42462.02841,181220,"862 Hoover Bypass
Lisahaven, DC 23286",
54407.07785,6.4,15,6,36707.94163,113995,"USNS Gray
FPO AE 84650",
70594.15766,6.72,6,17,55601.04894,167353,"844 Sarah Extensions Apt. 888
West Patrickport, MP 50639-9331",
66357.88017,6.49,13,18,39575.97947,132484,"92849 Irwin Mission
Michaelport, NC 68493",
62141.69861,5.06,5,9,37463.83648,916717,"342 Parrish Forest Apt. 984
South Robin, NC 17347-9952",
83774.5433,7.7,13,11,37130.79685,211501,"8392 Gross Parks
South Nina, WI 35907-1347",
39777.60691,5.8,9,18,38725.4243,696014,"5231 David Shoals
East Chaseland, MO 54930-5094",
83088.0696,6.45,9,17,40564.63881,202131,"703 Carmen Forges Apt. 910
North Thomasborough, KS 31780",
52588.68365,5.26,10,14,32938.35564,253185,"2838 Juan Stream
North Sarahmouth, FM 53962",
57818.79941,6.85,9,3,37984.18798,911247,"2097 Smith Fields
Barberville, NM 87706",
81462.86286,6.11,8,8,31484.95511,157328,"6091 Manning Centers
Burnsmouth, MH 63616-5817",
74584.37392,5.72,5,15,46372.74504,146338,"844 Sheila Flat Suite 824
Isabellafort, MH 41980",
67445.13841,6.98,3,6,36419.17069,136685,"98327 Clark Place
Michaelburgh, NJ 88514",
61660.27229,6.98,5,9,50291.35995,134790,"55116 David Glens
Port Breannaside, CA 74199-2499",
74405.37257,5.62,17,19,28304.92386,913397,"8169 Benjamin Shore Suite 064
Moniqueport, TN 52966",
71074.79941,6.8,2,7,44214.49364,161341,"USCGC Adams
FPO AA 27566",
77864.5148,5.11,14,11,25200.42395,928563,"1217 Zachary Fort Suite 014
Jamesmouth, MN 35838",
70692.37299,3.9,11,14,31027.50583,994654,"796 Swanson Summit
Maciasburgh, MI 07290-1585",
