Avg. Area Income;Avg. Area House Age;Avg. Area Number of Rooms;Avg. Area Number of Bedrooms;Area Population;Price;Address
Jameschester;" OK 17902-1224""";;;;;
7.128.651.245;6.42;1;6;3.641.197.409;1346;8059 Jones Run
New Kristen;" MH 98525""";;;;;
5.219.096.795;6.44;11;18;3.930.946.426;9423;57570 Thomas Junctions
East Christinafurt;" TN 18120""";;;;;
840.544.344;6.97;15;10;3.871.270.774;1812;0942 Jonathan Stravenue
Simsport;" NH 46352-3446""";;;;;
6.901.758.125;5.59;11;4;2.775.198.513;9815;9566 Gail Lodge
Loriview;" HI 24128""";;;;;
8.149.049.041;6.36;1;2;5.592.808.704;1914;66052 Lauren Club Apt. 065
Santoschester;" ND 60980""";;;;;
6.927.377.543;4.08;8;18;4.208.678.901;1034;833 Patricia Village Suite 632
East Donaldfurt;" WY 61109""";;;;;
871.065.138;5.78;19;10;4.410.219.973;1795;53932 Vaughn Skyway
Vincentmouth;" SC 08622""";;;;;
5.982.135.629;5.09;1;3;5.422.365.565;9654;9840 Johnson Islands
East Catherinefort;" KS 94625-0549""";;;;;
6.951.784.437;4.48;17;4;3.973.975.719;1384;529 Eaton Dam Apt. 699
North Bettymouth;" MD 19736-9062""";;;;;
9.535.818.055;5.14;17;16;4.975.912.781;1902;7530 Jones Lock Apt. 143
North Tiffany;" NJ 70036-7419""";;;;;
4.554.664.341;4.6;17;1;3.481.067.951;9238;585 Joel Cape
North Derrickmouth;" AR 63296-6610""";;;;;
6.966.407.576;7.61;6;19;3.701.299.343;1074;79506 Tony Plain Apt. 264
Marcuschester;" NC 40536""";;;;;
6.522.112.656;5.6;11;6;3.475.293.825;1069;9655 Nielsen Flat Apt. 350
Gabrielmouth;" MA 63689-4481""";;;;;
7.445.282.103;5.1;12;18;3.729.807.148;1065;77636 Donald Avenue Apt. 063
Lake Savannahfort;" ID 71155-2535""";;;;;
6.104.628.866;7.1;3;18;4.027.789.925;8556;16718 Day Manors Suite 286
Tammyburgh;" ME 13722-0046""";;;;;
6.653.759.487;5.61;12;12;3.926.501.197;9854;732 Russell Mills Apt. 132
East Sharon;" CT 86455""";;;;;
6.467.575.114;4.36;3;2;3.637.648.857;6642;01823 Hughes Center Apt. 386
Brownville;" HI 60561""";;;;;
5.658.612.999;4.93;14;18;1.954.090.757;6037;693 Mcdaniel Cove Apt. 320
Anthonymouth;" ND 61886""";;;;;
6.614.899.082;7.24;19;8;3.890.319.826;1300;3664 Freeman Spring
North Shannonside;" CA 69975-2764""";;;;;
6.271.462.369;5.42;20;20;4.008.266.311;1095;691 Owens Place Suite 026
Edwardschester;" IL 97095-0081""";;;;;
7.349.059.998;6.35;9;3;524.520.791;1357;4924 Kristie Light
Julieview;" MD 19536-5864""";;;;;
5.185.890.428;5.62;2;19;2.859.387.968;7307;Unit 9410 Box 6454
"DPO AP 75022-1625""";;;;;;
6.748.141.474;6.82;2;2;1.884.625.449;1115;7456 Dunn Freeway
Port Angel;" NC 34615-6405""";;;;;
7.449.767.308;6.16;10;1;2.816.045.754;1204;03161 Lori Meadows Suite 563
Andersonfurt;" MT 47363""";;;;;
7.007.350.299;5.88;4;19;4.010.982.955;1441;3670 Edward Prairie
Amandafurt;" NV 40043-0962""";;;;;
8.645.898.086;4.55;4;7;2.232.143.516;1336;54374 Rosario Hills Apt. 037
Alecfurt;" VI 74108-3548""";;;;;
5.689.440.224;5.29;7;18;3.247.866.494;7427;9495 Randall Forges
Port Nicholas;" WA 94825""";;;;;
581.532.293;5.64;13;10;4.575.653.195;1150;4771 Thomas Drive Apt. 125
East Lauren;" GA 99732""";;;;;
8.455.663.627;5.09;5;16;3.179.731.744;1326;97160 Tracy Junction
Erinborough;" WY 73884""";;;;;
8.273.298.111;5.33;10;12;4.113.652.722;1252;0630 Wilson Shoal
North Philip;" AK 91611""";;;;;
6.569.405.127;6.43;6;17;4.340.671.203;1359;PSC 2681, Box 5759
"APO AA 82431-2879""";;;;;;
7.606.135.071;7.14;15;5;4.087.696.459;1778;04117 Bennett Greens
Gonzalezfort;" NJ 86640-8362""";;;;;
6.693.547.508;6.37;15;9;175.736.171;1109;55454 Mary Coves Suite 114
South Jennifer;" FL 24998-9703""";;;;;
7.314.851.334;6.48;8;10;4.037.216.567;1038;24144 Beth Bridge
Ryanstad;" WA 53480-7998""";;;;;
7.796.122.193;5.04;5;16;2.333.468.028;1003;5071 Christopher Walks
East Michelle;" DE 52994""";;;;;
60.553.244;5.52;7;17;3.727.788.702;1086;373 Chandler Loaf Suite 465
Baldwinfurt;" AL 91590""";;;;;
7.950.039.895;8.55;11;4;3.206.911.741;1727;3622 David Junctions
Colleenfort;" MP 98876-3794""";;;;;
6.323.710.995;4.66;4;18;3.380.557.856;1133;48850 Lauren Cape Apt. 922
Lake Stacy;" AL 39607""";;;;;
7.134.872.652;7.84;11;9;3.440.594.764;1460;30135 Larry Turnpike
Averyview;" VI 87254""";;;;;
7.565.477.702;7.07;19;19;4.945.117.854;1900;10911 Williams Grove
Josephtown;" UT 33216-6985""";;;;;
8.353.926.859;4.52;7;1;3.767.656.472;1157;5185 Brandon Estates Apt. 215
West Teresa;" CT 52929""";;;;;
8.571.968.813;6.21;16;12;3.803.022.424;1603;2223 Brown Tunnel
Alexhaven;" PR 64465-6988""";;;;;
7.557.104.402;6.11;18;15;3.398.843.586;1218;93815 Caitlin Cape Suite 183
Cynthiaville;" MP 11833""";;;;;
5.722.732.404;6.41;6;11;2.074.400.476;1002;887 Samuel Street
North Carolville;" ID 11574-6279""";;;;;
5.925.607.295;5.14;16;1;3.269.518.332;7420;3338 Nelson Harbor
Lake Christymouth;" NH 10232-4764""";;;;;
6.497.566.283;5.03;14;7;3.697.505.217;1023;56097 Angela Row Apt. 158
Lake Samuel;" FM 28219""";;;;;
6.531.043.112;7.02;11;1;4.067.755.053;1578;PSC 7003, Box 4278
"APO AA 00593""";;;;;;
6.112.726.518;4.62;3;9;3.139.635.501;1121;205 Smith Summit Apt. 311
Josephborough;" AZ 63374""";;;;;
6.705.544.684;6.98;8;17;3.203.498.064;8938;35819 Parker Spur
East Richard;" GA 41389-2093""";;;;;
7.104.331.325;6.04;9;19;2.076.360.414;9551;80638 Samantha Village
North Anthony;" KS 58656-6462""";;;;;
5.783.874.463;2.79;17;4;3.777.143.326;5899;78852 Alvarado Spur
Deanside;" AS 09133-3395""";;;;;
4.814.405.321;5.44;14;1;2.346.538.298;7638;674 Karen Pine Apt. 327
Edwardsfurt;" MS 08007-7411""";;;;;
6.795.240.464;6.06;13;5;5.878.222.227;1513;Unit 2464 Box 1413
"DPO AA 68055-8799""";;;;;;
6.846.721.725;3.74;17;2;4.659.448.736;1036;03566 Anderson Plain Apt. 701
Fullermouth;" NM 77849-5037""";;;;;
6.676.789.811;4.76;7;9;4.612.522.421;1075;2616 Weaver Locks
Fergusonbury;" NE 66468-8725""";;;;;
7.713.546.666;5.16;6;3;3.277.968.791;1086;62829 Scott Groves
North Thomas;" CT 06733""";;;;;
6.491.609.513;5.35;9;14;3.931.551.149;1381;0100 Cheyenne Turnpike Apt. 264
Millerton;" VA 49706-4944""";;;;;
5.034.376.352;6.02;8;17;2.744.587.674;6918;400 Allen Lodge Apt. 145
Bernardfort;" NV 57316""";;;;;
6.203.663.113;5.53;13;15;1.479.021.577;8623;849 Kathryn Mountains
South Stevenfort;" DE 22930""";;;;;
5.946.785.738;3.95;5;6;3.643.649.233;6674;3163 Sampson Course
Port Jesus;" MH 86177""";;;;;
5.530.691.147;5.83;13;6;3.244.699.907;6242;16130 Jared Mountains Suite 452
South Stacie;" ID 68079-4583""";;;;;
7.602.794.493;5.74;13;6;3.746.222.283;1282;550 Catherine Hills
Turnerville;" KY 23649-7059""";;;;;
6.331.704.759;7.07;20;11;4.352.395.175;1479;7715 Cathy Plain Suite 160
New Angelica;" TX 28872-3619""";;;;;
7.114.650.804;5.58;10;13;4.296.861.862;1342;8606 Morton Point Suite 776
Valerieport;" OR 73046""";;;;;
7.095.042.999;6.56;18;6;3.977.813.778;1538;USS Swanson
"FPO AP 83456""";;;;;;
6.460.319.152;4.91;4;1;3.367.390.406;8155;37521 Cabrera Forest Suite 722
Curtistown;" NV 66526""";;;;;
6.999.396.332;6.66;18;16;3.989.830.081;1391;40741 Miguel Course
Taylorport;" IA 78709-9311""";;;;;
623.674.524;4.23;19;14;2.353.322.446;7273;6692 Joshua Knolls
West Joshuastad;" KS 10649""";;;;;
6.265.435.948;5.67;6;1;3.671.851.231;1053;30658 Patton Forge
West Corey;" CT 93465-0946""";;;;;
708.422.172;6.17;14;9;4.298.747.933;1519;30306 Hendricks Fall Suite 302
West John;" AS 52072""";;;;;
6.497.588.369;5.17;14;9;3.708.881.622;9185;1140 Smith Lake Apt. 830
Shermantown;" NY 21419-2702""";;;;;
7.220.004.105;6.53;2;2;4.248.544.256;1523;77607 Dickerson Oval
Maynardport;" UT 64088-4501""";;;;;
6.252.455.636;5.79;11;16;1.911.316.875;1020;9837 Megan Lights Suite 827
Feliciaport;" SD 66627-0205""";;;;;
6.837.738.138;5.2;19;20;3.364.156.084;9017;249 Cameron Springs Suite 697
Mitchellville;" IL 27190""";;;;;
6.119.447.959;3.71;15;15;2.866.714.051;3694;USNS Weaver
"FPO AE 62010""";;;;;;
6.914.721.858;6.33;6;5;4.289.270.325;1318;8181 Gary Mountains
Davisview;" HI 21834""";;;;;
615.929.377;6.67;17;10;2.301.196.422;1060;0808 Craig Views Suite 251
West Keith;" ID 55946""";;;;;
7.248.749.424;7.45;9;15;4.486.538.182;1584;788 Norman Lights Suite 570
Porterfort;" AR 49513""";;;;;
6.294.967.395;4;4;9;3.037.306.097;8143;1024 Sweeney Crossing Suite 582
East Williamhaven;" NM 82488""";;;;;
7.860.518.989;7.3;17;13;1.849.305.833;1536;25687 Jones Court Suite 156
Lake Norma;" NY 39300-5661""";;;;;
5.556.504.312;7.82;9;8;3.568.046.768;1388;1039 Joshua Stream Suite 533
South Patty;" GA 56712-6067""";;;;;
5.584.554.616;5.4;18;3;4.379.066.537;9199;91393 Virginia Plain Suite 161
West Elizabeth;" OR 66820-4429""";;;;;
8.902.680.942;6.46;17;17;3.803.955.057;1978;9728 Anthony Pine Suite 314
West Sherry;" AS 56042""";;;;;
7.633.866.814;7.72;16;18;5.062.020.732;1928;628 Marcus Corners Apt. 153
New John;" OK 12145-0369""";;;;;
5.354.701.802;5.84;17;10;579.798.562;1520;013 Alexander Extension
West Vincent;" MI 76753""";;;;;
7.481.269.859;6.16;17;15;45.471.807;1414;414 May Fork
Lisaside;" OR 02771-3708""";;;;;
634.076.978;4.99;11;7;363.976.532;8264;2476 Aguilar Springs
Barnesland;" AR 68228-2219""";;;;;
5.474.373.394;7.02;4;2;2.769.226.877;1079;71362 Meyer Squares Suite 571
South Anna;" AS 81738""";;;;;
8.565.832.928;6.56;3;4;352.049.757;1545;35913 Jordan Track Suite 880
Walkerland;" IL 91921-0710""";;;;;
5.663.189.547;7.13;13;5;5.135.172.128;1374;884 Jordan Streets Apt. 271
Dawsontown;" OR 98005""";;;;;
7.997.855.279;5.7;2;3;278.971.657;9578;717 Villegas Drive Apt. 137
Port Cheryl;" PW 45659-8596""";;;;;
69.840.269;5.23;16;17;2.789.553.069;1096;349 Joshua Mountain
South Mary;" MT 88531-9334""";;;;;
8.698.576.434;6.39;3;8;2.578.867.236;1412;46916 John Shoal
South Tonymouth;" FL 48934""";;;;;
7.452.117.813;5.65;12;11;3.853.383.979;1527;USCGC Jones
"FPO AP 54510-2694""";;;;;;
5.856.862.846;6.52;18;9;4.406.708.736;1340;8830 Walker Dale Suite 595
Cainport;" SD 38872-3317""";;;;;
6.771.281.277;6.61;12;8;1.656.119.222;8808;87459 Pamela Pines Apt. 270
Hollyport;" MO 27499-8987""";;;;;
742.806.996;7.17;14;10;2.611.526.041;1324;6540 Darren Brook
Johnsonmouth;" TN 97299-3467""";;;;;
5.600.002.192;6.28;7;18;4.100.698.371;1034;79189 Kerri Lights
New Anthony;" OK 64180""";;;;;
7.298.064.967;5.51;20;6;3.778.605.693;1079;30247 Fuller Streets
Port Patrick;" MP 52706-6844""";;;;;
7.060.225.967;5.41;8;11;3.559.422.418;8830;112 Anderson Square Apt. 249
Loriton;" AR 40060-3548""";;;;;
6.059.567.696;6.77;9;9;479.919.025;1434;647 William Freeway Suite 403
Lake Carolineview;" MP 69605""";;;;;
553.172.039;4.97;8;17;4.231.789.529;6707;899 Danielle Garden Suite 886
South Kennethberg;" WV 16065-7735""";;;;;
6.620.881.993;4.85;8;6;4.034.657.892;1228;28775 Alexander Crescent
West Karenborough;" UT 43499""";;;;;
6.582.767.224;7.16;2;20;313.043.067;1210;368 Chelsea Shore Apt. 663
New Destinymouth;" NY 80487""";;;;;
8.226.437.268;5.55;20;17;3.406.660.905;1446;2277 Michelle Extension
Amandaborough;" NY 80022-6654""";;;;;
930.325.417;6.37;12;20;3.562.138.271;1872;Unit 4376 Box 1994
"DPO AA 20751""";;;;;;
7.012.614.995;6.26;16;7;3.301.758.606;1270;23205 Meza Center Suite 281
South Michael;" WV 08957""";;;;;
6.471.728.751;5.83;20;3;3.186.053.541;1145;245 White Walk
Porterberg;" WA 51290""";;;;;
7.380.490.862;6.73;4;20;4.087.718.912;1574;695 Randy Vista
Cooperside;" NE 27187-4331""";;;;;
6.746.599.562;4.59;7;17;2.271.446.906;8634;992 Pierce Creek Apt. 691
South Robert;" AL 88281""";;;;;
7.840.111.457;6.09;17;3;4.772.760.733;1805;09918 Coleman Creek Suite 038
Johnsonburgh;" NC 08665-6370""";;;;;
5.707.722.934;6.38;5;16;5.511.458.165;1312;646 Fleming Burg Suite 492
Gomezton;" VT 97639""";;;;;
597.561.146;5.23;15;12;3.351.679.069;6972;2921 Jasmine Isle Apt. 446
East Taylor;" PA 69183-0638""";;;;;
6.021.419.446;6.82;14;18;3.925.276.381;1475;83537 Singleton Forge Suite 145
Port Stephaniestad;" WV 75261""";;;;;
7.051.321.224;5.08;16;8;3.927.577.529;1383;347 Murray Trail
Conradmouth;" GU 27912-1572""";;;;;
7.279.127.054;5.37;15;7;444.763.371;1166;920 Jimenez Mills Apt. 028
Haysfurt;" MA 85873-8046""";;;;;
6.035.754.503;7.23;17;6;3.619.844.099;9347;020 Joshua Summit
Knightton;" FM 59302""";;;;;
7.231.009.548;6.76;13;9;3.773.685.717;1625;891 Dawn Passage Apt. 577
West Sarahland;" VI 34264""";;;;;
7.454.796.559;4.94;16;17;4.817.505.027;1268;124 Hanson Lodge
Wuberg;" UT 21959-4148""";;;;;
8.973.052.363;5.98;6;20;2.305.965.425;1792;97191 Chambers Shore
East Davidshire;" MP 06664""";;;;;
5.986.163.219;8.09;20;14;4.591.917.641;1434;1543 Bell Mount
Simpsonton;" GA 11066-6602""";;;;;
8.013.433.862;5.3;1;9;4.375.117.933;1532;86677 Michael Squares
Port Bradley;" CA 84127""";;;;;
5.819.803.231;4.4;5;1;1.422.693.802;4201;Unit 7805 Box 2823
"DPO AE 61896""";;;;;;
7.178.401.624;4.79;3;8;1.555.428.418;8251;528 Ortiz Island Suite 512
North Taylor;" MO 67778-4179""";;;;;
6.744.932.909;7.14;4;12;2.974.836.727;1112;510 Brad Mountains
Williamfurt;" VA 22481""";;;;;
7.790.618.518;6.53;18;2;3.139.975.683;1639;64328 Bowman Route
South Tanya;" VT 23530""";;;;;
7.102.073.746;4.65;19;14;3.678.848.611;1162;076 Sheena Course Suite 578
Davidmouth;" TX 36489""";;;;;
544.745.763;6.09;4;10;2.140.935.475;8032;0693 Hall Overpass
New Patricia;" DE 34344""";;;;;
5.349.477.377;6.52;8;2;4.153.050.955;1103;3763 Lambert Islands
New Keithview;" ID 84363""";;;;;
6.088.353.689;6.28;5;14;3.113.505.678;1005;28098 Wheeler Islands
Grayhaven;" CA 95517""";;;;;
6.302.278.791;5.41;18;15;3.358.268.525;9047;9102 Stephanie Walk
West Adrianafurt;" VI 59208""";;;;;
7.751.459.354;4.13;10;6;3.082.080.777;9850;USNS Morton
"FPO AP 44353-3930""";;;;;;
8.053.752.484;6.74;16;1;3.187.217.941;1430;PSC 2787, Box 6497
"APO AA 12455""";;;;;;
7.547.075.995;6.51;8;12;1.778.096.217;1147;USS Martin
"FPO AP 82345""";;;;;;
5.778.205.703;4.67;4;4;3.762.597.415;1046;51016 Cassandra Spring Suite 760
Lake Wesley;" MH 27316""";;;;;
7.132.771.761;6.26;14;13;4.263.477.173;1501;830 Lauren Common
East Ralph;" SD 46562-5210""";;;;;
6.605.718.199;4.06;2;17;3.182.459.315;8028;USNS Turner
"FPO AP 49349""";;;;;;
6.034.599.132;4.74;13;15;3.265.433.584;1005;641 Bradley Extension
South Leah;" WA 23138-0463""";;;;;
6.281.687.837;4.68;9;3;5.588.769.875;1288;55543 Jones Parks Suite 227
Markport;" VA 23752-6240""";;;;;
7.818.219.723;4.56;1;13;3.425.356.939;1364;Unit 1184 Box 3765
"DPO AA 89743-2623""";;;;;;
5.955.631.066;5.45;13;17;376.043.812;7368;76111 Mccarty Wells
New Ashley;" WI 68088-6627""";;;;;
892.090.841;4.62;17;15;4.779.852.087;1592;087 Romero Meadow Apt. 109
Port Christy;" VT 93436-0859""";;;;;
6.175.319.158;5.14;1;16;3.999.300.632;1169;44349 Jacqueline Villages Suite 466
Johnstonton;" UT 21645""";;;;;
6.258.711.978;6.49;18;7;3.834.536.061;1227;3130 Richard Avenue Suite 698
Johnton;" AK 63265-5152""";;;;;
629.464.201;6.13;18;10;4.231.208.202;1261;8383 Newman Rapid Suite 842
Bradbury;" WV 21515-8372""";;;;;
6.868.108.126;5.85;9;12;4.427.943.031;1238;6846 Michael Rapid Apt. 811
Fryshire;" FL 01759""";;;;;
6.416.885.884;6.36;7;17;2.003.817.183;1031;847 Yolanda Ways
West Alanside;" MI 87383-7074""";;;;;
7.984.392.058;6.32;6;5;4.590.257.155;1571;9232 Christopher Centers Apt. 866
Wallacestad;" AS 03708""";;;;;
6.039.050.286;5.19;7;10;3.792.172.059;1223;3761 Wu Center Suite 724
West Sarah;" HI 42537-7513""";;;;;
6.639.744.099;4.83;20;8;5.050.404.782;9060;3037 Raymond Corners Apt. 567
West Brandonton;" MN 17565""";;;;;
6.305.769.462;6.53;16;15;4.331.545.004;1365;3847 Joshua Brooks Apt. 620
Lake Joseph;" ME 51263""";;;;;
7.504.525.021;5.01;9;8;2.549.231.741;1152;07809 Kimberly Burgs
Lake Williamview;" NC 96986""";;;;;
7.125.479.957;6.54;10;8;3.891.645.116;1455;59809 Tran Bridge
Sarahmouth;" LA 15657-1057""";;;;;
8.044.021.717;5.23;13;10;311.147.292;1537;22930 Smith Ford
Lake Richard;" ME 30453""";;;;;
5.981.078.328;7.29;20;20;14.452.921;9759;6907 Lopez Streets
New Juanborough;" WA 16975""";;;;;
8.224.109.953;8.09;12;20;1.095.134.217;1401;51495 Hardy Springs Apt. 835
East Nancytown;" ND 28683-0813""";;;;;
7.095.186.812;4.47;11;1;3.845.534.522;8658;52004 Amanda Pike
New Yolanda;" AL 41789""";;;;;
6.335.197.898;5.45;19;9;3.106.378.152;1076;46740 Jennifer Garden Apt. 818
Williamstown;" AS 42737""";;;;;
7.380.398.983;6.97;19;18;3.264.461.112;1166;PSC 4721, Box 1430
"APO AP 29055""";;;;;;
8.624.717.504;4.88;10;5;4.461.003.506;1638;095 Thompson Cove Suite 038
East Tonystad;" CT 43809""";;;;;
6.492.764.796;5.74;11;17;2.936.475.874;1138;USCGC Ashley
"FPO AE 25345""";;;;;;
537.220.086;6.4;17;11;4.764.922.466;1300;USS Williams
"FPO AE 65283""";;;;;;
6.640.968.677;6.24;15;13;3.118.847.203;1239;95667 Nicole Ville
West Jessicaborough;" NM 56114""";;;;;
6.018.660.533;7.2;12;18;4.554.512.518;1168;861 Christopher Manors Apt. 913
Bobbytown;" PA 64157-6346""";;;;;
6.301.611.274;5.73;20;13;1.981.560.593;7356;5441 Rodriguez Causeway Apt. 348
North Jesse;" OR 70732""";;;;;
629.914.367;7.01;13;1;2.299.379.047;1066;598 Taylor Corner Apt. 270
Cartermouth;" GA 43098""";;;;;
7.283.680.988;4.04;10;2;1.698.893.738;4542;USS Miller
"FPO AE 19741-4033""";;;;;;
9.193.536.685;6.48;18;2;5.011.282.022;2092;51671 Steven Motorway
New Troy;" DC 34208-1742""";;;;;
7.849.766.426;5.28;10;4;2.538.919.449;1245;2350 Janice Stream Apt. 009
Port Sarah;" VA 46714""";;;;;
7.611.814.064;5.28;20;4;9.193.833.182;7093;166 Albert Radial
North Michelleville;" NJ 09884-8923""";;;;;
7.142.534.862;7.55;13;20;3.256.113.015;1500;503 Heather Plains
South Morganborough;" VI 92622""";;;;;
7.479.611.323;6.24;18;18;4.081.949.744;1641;8118 Mullen Wall Suite 281
New Victoriaborough;" MP 55959-4629""";;;;;
7.087.719.634;6.15;4;8;2.331.539.918;1235;995 John Via Suite 355
Perkinsborough;" HI 85367-8516""";;;;;
7.129.890.667;7.71;10;2;3.234.538.793;1730;5392 Riley Gateway Apt. 904
Jennifertown;" FM 85603""";;;;;
6.960.322.964;5.11;2;5;3.794.261.346;1299;65738 Rodriguez Locks Apt. 739
Josephburgh;" KS 05423-3806""";;;;;
8.485.579.742;5.48;16;9;3.741.391.142;1250;29600 Garcia Forest Suite 239
West Mark;" NV 55584""";;;;;
7.690.962.981;6.91;10;14;2.684.340.416;1554;825 Moore Pike
Carolynmouth;" VT 31968""";;;;;
6.278.591.164;6.75;19;12;5.900.396.362;1493;USNV Smith
"FPO AP 44055-1501""";;;;;;
7.725.495.871;6.84;1;12;2.816.209.708;1419;23360 Hicks Avenue
Lake Carolside;" WV 96062""";;;;;
8.008.245.976;8.21;3;9;3.798.028.034;1910;2788 Martin Overpass
Lopezfurt;" WA 40057""";;;;;
8.052.629.149;6.13;10;15;4.575.166.479;1578;Unit 3742 Box 9321
"DPO AE 99472-7335""";;;;;;
5.787.365.898;7.31;10;7;285.104.141;1200;970 Branch Forest
South John;" FL 35214-9934""";;;;;
8.767.445.369;5.77;6;11;2.847.082.741;1566;51634 Meyers Squares
North David;" CO 64016""";;;;;
7.233.022.439;6.52;3;9;2.128.218.594;1218;46868 Elizabeth Mall Apt. 072
Destinyport;" CA 53577-1909""";;;;;
452.864.263;5.59;9;8;4.512.783.189;7188;7497 Melissa Crossroad
Kylemouth;" VT 88901""";;;;;
5.557.361.779;7.03;19;15;2.935.286.297;9192;4943 Jennifer View Suite 718
Andersonville;" TN 88026-0570""";;;;;
7.495.296.399;5.14;1;4;5.037.383.289;1397;147 Adam Stravenue
Dianebury;" VA 23245""";;;;;
820.701.683;5.88;5;3;3.462.058.812;1630;38508 Brown Causeway Apt. 304
Knightshire;" AS 54676-8255""";;;;;
6.765.025.779;5.95;20;7;2.853.270.982;6700;USNV Allen
"FPO AP 30721-1703""";;;;;;
6.670.377.522;6.44;19;7;4.414.152.655;1406;84514 Matthews Inlet Apt. 106
Simmonsburgh;" NV 26301""";;;;;
5.708.430.102;7.25;9;17;5.585.184.719;1524;9773 Hall Radial Suite 078
New Michelle;" TN 85462-9101""";;;;;
5.826.078.674;7.67;11;16;3.229.582.225;1509;11487 Tamara Mountain Suite 000
Rogersfurt;" ME 83230-6957""";;;;;
4.173.293.069;7.52;11;7;2.810.447.891;7955;24834 David Trail
Fryeshire;" NY 88462-1008""";;;;;
4.999.173.666;6.71;8;19;4.006.790.369;1218;11389 Andrew Rapids Suite 737
Marctown;" MP 65890-2664""";;;;;
6.456.839.188;4.51;9;4;4.465.708.091;1082;015 Choi Hills Apt. 000
New Richardburgh;" OH 61977-2052""";;;;;
7.958.351.008;6.95;14;3;4.878.055.634;1924;5423 Cain Orchard Suite 040
East Josephview;" MO 51771""";;;;;
7.726.765.626;3.93;14;14;2.248.771.207;1107;USS Navarro
"FPO AP 70992""";;;;;;
6.445.506.433;5.11;2;17;4.112.392.498;1191;058 Beth Fort
West Joshuachester;" CA 31534-8414""";;;;;
6.263.759.377;5.97;9;19;3.290.155.509;1071;76839 Angela Circles Apt. 658
New Scott;" AL 41853""";;;;;
7.265.498.754;7;13;4;2.787.961.891;1245;5574 Harris Field Apt. 314
West Jamesburgh;" MA 97646-2203""";;;;;
45.914.204;5.98;12;7;3.269.919.501;3784;9495 Arias Valley Apt. 493
Paulberg;" WA 71154""";;;;;
3.853.012.448;4.26;18;11;6.772.722.905;1267;14763 Jeffrey Islands
Amytown;" WV 47279-7543""";;;;;
6.040.299.862;5.44;11;12;4.701.815.054;1265;Unit 4985 Box 0598
"DPO AE 85222""";;;;;;
775.950.746;6.49;18;16;2.382.597.062;1185;262 Jody Place Apt. 081
Port Brianland;" ID 37750""";;;;;
787.783.169;5.96;17;16;2.817.786.577;1156;72978 Espinoza River Apt. 959
North Amy;" NJ 79845""";;;;;
668.216.312;5.6;10;11;3.397.204.751;1038;59448 Carrie Mills
Paultown;" SC 64653""";;;;;
6.361.599.425;6.02;7;11;4.476.171.937;1385;725 Michael Cape
North Kimberlystad;" WY 49615-2659""";;;;;
7.587.693.384;4.36;7;2;3.611.910.236;1236;21931 Arellano Mills
South Paulbury;" UT 61934""";;;;;
6.300.744.681;6.58;16;16;27.688.047;8190;697 Bautista Spur
New Jamesfurt;" NC 57137-7072""";;;;;
6.069.881.549;7.95;15;16;4.849.531.973;1433;95025 Martin Cliff Apt. 700
Nathanfort;" NH 34130""";;;;;
9.212.827.066;6.16;1;7;398.703.613;1794;3270 Raymond Park Suite 182
Jessicamouth;" KS 01802-1197""";;;;;
5.531.788.428;5.29;8;14;4.376.504.175;7528;Unit 3689 Box 9108
"DPO AA 17677""";;;;;;
857.386.404;5.94;8;14;2.598.783.282;1690;53001 Kevin Glen
Angelamouth;" WY 22686-9718""";;;;;
623.530.658;5.3;6;9;3.801.176.244;1086;789 Williams Village
East Benjaminberg;" GU 47205""";;;;;
5.163.479.805;5.41;8;8;1.899.885.516;3344;882 Tyrone Via
Stewartton;" OH 41489-9900""";;;;;
647.955.271;5.3;5;10;4.605.680.639;1096;8607 Tiffany Union
Evansborough;" FL 16263-5128""";;;;;
7.915.881.788;6.04;10;16;3.176.602.648;1628;058 Christine Stream
Benjaminmouth;" FM 71795-4614""";;;;;
556.984.648;5.18;18;1;4.223.506.382;7624;8579 Shawn Heights
Port Johnview;" MA 82008""";;;;;
5.000.527.445;4.26;2;9;2.614.551.787;3042;PSC 9213, Box 0445
"APO AP 22996""";;;;;;
4.644.962.564;6.57;6;6;5.517.620.255;8802;8535 Brenda Glen
Lopezchester;" NC 08675-3971""";;;;;
6.506.855.453;4.71;14;10;2.964.756.431;6919;854 Jessica Junction Suite 225
North Elizabethmouth;" RI 11478-9460""";;;;;
5.788.932.984;5.07;4;10;2.758.835.585;5785;08356 Franco Glen Apt. 405
Leeberg;" WA 61075""";;;;;
8.696.295.772;6.52;11;16;5.035.095.922;1798;USS Taylor
"FPO AA 80749""";;;;;;
6.292.141.752;6.09;4;1;3.215.247.083;1086;49259 Holland Locks Apt. 841
East Juanside;" SD 05880""";;;;;
7.702.033.044;5.07;3;4;2.533.200.697;9365;66976 Michael Lights Suite 737
Ballberg;" PW 44138""";;;;;
5.057.872.055;5.87;20;13;4.130.634.726;7896;99611 Nathaniel Plains
Lake Brettshire;" PW 09342-6996""";;;;;
7.190.513.741;4.59;2;9;1.429.743.928;7384;958 Randall Station Suite 343
Cheyennefurt;" ND 59313""";;;;;
8.639.376.993;4.21;10;12;3.368.729.946;1254;43669 Jeanette Tunnel
Lake Curtis;" NY 42689-5623""";;;;;
8.384.626.704;6.51;4;5;3.048.857.806;1566;4578 Kelly Fields
West Sarahchester;" WV 13513""";;;;;
3.965.377.003;5.2;4;17;4.027.559.933;3959;58979 Jimmy Place Apt. 907
